ASN,Count,Cumul_C,Share,Cumul_S,ASName,ASCountry
23409,1,8775,0.010657572205051688%,93.52019609932857%,AS-FOFCOS,US
23484,1,8776,0.010657572205051688%,93.53085367153362%,PACENET,US
23535,1,8777,0.010657572205051688%,93.54151124373867%,HOSTROCKET,US
23576,1,8778,0.010657572205051688%,93.55216881594373%,NHN-AS-KR NBP,KR
23667,1,8779,0.010657572205051688%,93.56282638814878%,BUREAU-OF-METEOROLOGY-AP Commonwealth Bureau of Meteorology,AU
23784,1,8780,0.010657572205051688%,93.57348396035383%,POLEXCHENGE SQUARE ENIX CO. LTD.,JP
23842,1,8781,0.010657572205051688%,93.58414153255889%,SZINC-AS-AP Shenzhen Information and Network Center,CN
23844,1,8782,0.010657572205051688%,93.59479910476394%,BJ-GUANGHUAN-AP Beijing Guanghuan Xinwang Digital,CN
23848,1,8783,0.010657572205051688%,93.60545667696898%,PINGANCOM Shenzhen Ping An Communication Technology Co. Ltd,CN
23967,1,8784,0.010657572205051688%,93.61611424917405%,POD Produce On Demand Inc. Streaming Contents Delivery Service Tokyo,JP
24134,1,8785,0.010657572205051688%,93.62677182137908%,CNNIC-CNLINKNET-AP CNLink Networks Ltd.,CN
24151,1,8786,0.010657572205051688%,93.63742939358414%,CNNIC-CRITICAL-AP China Internet Network Infomation Center,CN
24211,1,8787,0.010657572205051688%,93.64808696578919%,DETIK-AS-ID PT. Detik Ini JUga,ID
24284,1,8788,0.010657572205051688%,93.65874453799424%,CYBERAGENT CyberAgent Inc.,JP
24357,1,8789,0.010657572205051688%,93.6694021101993%,CNGI-GZ-IX-AS-AP CERNET2 IX at South China University of Technology,CN
24364,1,8790,0.010657572205051688%,93.68005968240435%,CNGI-SH-IX-AS-AP CERNET2 IX at Shanghai Jiaotong University,CN
24430,1,8791,0.010657572205051688%,93.6907172546094%,CNNIC-CHINAPOST-AP CHINA STATE POST BUREAU,CN
24436,1,8792,0.010657572205051688%,93.70137482681446%,UQ-AS-AP University of Queensland,AU
24586,1,8793,0.010657572205051688%,93.7120323990195%,NL-INTERMAX Intermax Cloudsourcing B.V.,NL
24595,1,8794,0.010657572205051688%,93.72268997122455%,ASBKN,NL
24600,1,8795,0.010657572205051688%,93.7333475434296%,WANADOOPORTAILS-AS Wanadoo Portails/Direction technique,FR
24739,1,8796,0.010657572205051688%,93.74400511563465%,SEVEREN-TELECOM St.Petersburg Russia,RU
24757,1,8797,0.010657572205051688%,93.75466268783971%,EthioNet-AS,ET
24775,1,8798,0.010657572205051688%,93.76532026004476%,AS24775,GB
24867,1,8799,0.010657572205051688%,93.77597783224981%,ADAPT-AS,GB
24869,1,8800,0.010657572205051688%,93.78663540445487%,ASN-PCM-,IT
24931,1,8801,0.010657572205051688%,93.79729297665992%,DEDIPOWER,GB
24956,1,8802,0.010657572205051688%,93.80795054886497%,GDS-1,DE
25011,1,8803,0.010657572205051688%,93.81860812107003%,AUSTRIAN-RAILWAYS-AS,AT
25148,1,8804,0.010657572205051688%,93.82926569327508%,BASEFARM-ASN Oslo - Norway,NO
25182,1,8805,0.010657572205051688%,93.83992326548012%,PUBLIEKE-OMROEP-AS NPO Nederlandse Publieke Omroep,NL
25259,1,8806,0.010657572205051688%,93.85058083768517%,MDCLOUD-,ES
25261,1,8807,0.010657572205051688%,93.86123840989022%,IBERIA,ES
25275,1,8808,0.010657572205051688%,93.87189598209528%,RICHEMONT-AS Richemont Luxury Group 1752 Villars-Sur-Glane Switzerland,CH
25285,1,8809,0.010657572205051688%,93.88255355430033%,BOE-AS,ES
25291,1,8810,0.010657572205051688%,93.89321112650538%,SYSELEVEN SysEleven GmbH,DE
25292,1,8811,0.010657572205051688%,93.90386869871044%,VGTRK-AS,RU
25394,1,8812,0.010657572205051688%,93.91452627091549%,MK-NETZDIENSTE-AS,DE
25421,1,8813,0.010657572205051688%,93.92518384312054%,JOHN-LEWIS-AS,GB
25468,1,8814,0.010657572205051688%,93.9358414153256%,PL-POLRZE-AS Academic network in Rzeszow Poland,PL
25495,1,8815,0.010657572205051688%,93.94649898753063%,SEJM-AS,PL
25506,1,8816,0.010657572205051688%,93.9571565597357%,TVP-AS,PL
25513,1,8817,0.010657572205051688%,93.96781413194074%,ASN-MGTS-USPD,RU
25523,1,8818,0.010657572205051688%,93.97847170414579%,PR-AS,PL
25642,1,8819,0.010657572205051688%,93.98912927635085%,SPIDERHOST,US
25655,1,8820,0.010657572205051688%,93.9997868485559%,OSTK-COM,US
25656,1,8821,0.010657572205051688%,94.01044442076095%,OLEMISSS,US
25720,1,8822,0.010657572205051688%,94.02110199296601%,HONEYCOMB,US
25721,1,8823,0.010657572205051688%,94.03175956517106%,13494,US
25751,1,8824,0.010657572205051688%,94.0424171373761%,VALUECLICK,US
25755,1,8825,0.010657572205051688%,94.05307470958115%,NPR,US
25770,1,8826,0.010657572205051688%,94.0637322817862%,SHRM,US
25776,1,8827,0.010657572205051688%,94.07438985399126%,UNIV-OF-OKLAHOMA,US
25826,1,8828,0.010657572205051688%,94.08504742619631%,UOTTAWA,CA
25832,1,8829,0.010657572205051688%,94.09570499840136%,Cia. de Processamento de Dados do Estado da Bahia,BR
25883,1,8830,0.010657572205051688%,94.10636257060642%,CITIGROUP,US
25884,1,8831,0.010657572205051688%,94.11702014281147%,WIZARDS,US
25926,1,8832,0.010657572205051688%,94.12767771501652%,HOSTUS-SOLUTIONS-LLC,US
26043,1,8833,0.010657572205051688%,94.13833528722158%,NATL-EDU,US
26046,1,8834,0.010657572205051688%,94.14899285942663%,USU-EDU,US
26054,1,8835,0.010657572205051688%,94.15965043163168%,YPC-NET,US
26094,1,8836,0.010657572205051688%,94.17030800383672%,26094,US
26134,1,8837,0.010657572205051688%,94.18096557604177%,BROAD-RUN-BORDER-AS,US
26189,1,8838,0.010657572205051688%,94.19162314824683%,SCI-ASN,US
26210,1,8839,0.010657572205051688%,94.20228072045188%,AXS Bolivia S. A.,BO
26228,1,8840,0.010657572205051688%,94.21293829265693%,SERVEPATH,US
26245,1,8841,0.010657572205051688%,94.22359586486199%,ROBERT-H,US
26250,1,8842,0.010657572205051688%,94.23425343706704%,WEBROOT-CORP-AS1,US
26324,1,8843,0.010657572205051688%,94.24491100927209%,GARMIN-ASN-1,US
26335,1,8844,0.010657572205051688%,94.25556858147715%,MTSU,US
26342,1,8845,0.010657572205051688%,94.26622615368218%,DTTS-ASN,US
26378,1,8846,0.010657572205051688%,94.27688372588725%,ADORAMA,US
26380,1,8847,0.010657572205051688%,94.2875412980923%,MASTER-7-AS,US
26442,1,8848,0.010657572205051688%,94.29819887029734%,DNB-,US
26447,1,8849,0.010657572205051688%,94.3088564425024%,SHUTTERFLY,US
26448,1,8850,0.010657572205051688%,94.31951401470745%,CBD,US
26529,1,8851,0.010657572205051688%,94.3301715869125%,HILTON-E,US
26557,1,8852,0.010657572205051688%,94.34082915911756%,CARLET-NET,US
26582,1,8853,0.010657572205051688%,94.35148673132261%,IADB-NETWORKS,US
26730,1,8854,0.010657572205051688%,94.36214430352766%,?,??
26817,1,8855,0.010657572205051688%,94.3728018757327%,MICROC-ASN,US
26996,1,8856,0.010657572205051688%,94.38345944793775%,RYERSON-UNIVERSITY,CA
27011,1,8857,0.010657572205051688%,94.39411702014282%,XSR-ASN,US
27030,1,8858,0.010657572205051688%,94.40477459234786%,USCG-AS,US
27200,1,8859,0.010657572205051688%,94.41543216455291%,SOCIETY-OF-AUTOMOTIVE-ENGINEERS,US
27257,1,8860,0.010657572205051688%,94.42608973675797%,WEBAIR-INTERNET,US
27385,1,8861,0.010657572205051688%,94.43674730896302%,QUALYS,US
27475,1,8862,0.010657572205051688%,94.44740488116807%,WAYFAIR-ASN,US
27482,1,8863,0.010657572205051688%,94.45806245337313%,AECP-AS,US
27553,1,8864,0.010657572205051688%,94.46872002557816%,TELNET,US
27594,1,8865,0.010657572205051688%,94.47937759778323%,UTSA,US
27647,1,8866,0.010657572205051688%,94.49003516998827%,WEEBLY,US
27715,1,8867,0.010657572205051688%,94.50069274219332%,Locaweb Servicos de Internet S/A,BR
27790,1,8868,0.010657572205051688%,94.51135031439838%,Universidad Nacional de Cordoba,AR
28159,1,8869,0.010657572205051688%,94.52200788660343%,PRODERJ - Centro de Tecnologia da Informacao do RJ,BR
28357,1,8870,0.010657572205051688%,94.53266545880848%,RBS ZERO HORA EDITORA JORNALISTICA,BR
28571,1,8871,0.010657572205051688%,94.54332303101354%,UNIVERSIDADE DE SAO PAULO,BR
28681,1,8872,0.010657572205051688%,94.55398060321859%,UA-KM Internet Exchange point (KM-IX),UA
28750,1,8873,0.010657572205051688%,94.56463817542364%,VINNEST-AS VinNest ISP Autonomous System,UA
28839,1,8874,0.010657572205051688%,94.57529574762869%,ASN-UNOV Vienna International Centre P.O.Box 500,AT
28916,1,8875,0.010657572205051688%,94.58595331983373%,ILO-NET-AS Geneva Switzerland,CH
28940,1,8876,0.010657572205051688%,94.5966108920388%,GTZ-AS,DE
29014,1,8877,0.010657572205051688%,94.60726846424384%,SCALEUP,DE
29066,1,8878,0.010657572205051688%,94.61792603644889%,VELIANET-AS velia.net Internetdienste GmbH,DE
29075,1,8879,0.010657572205051688%,94.62858360865395%,IELO IELO Main Network,FR
29110,1,8880,0.010657572205051688%,94.639241180859%,PASTEUR-AS PARIS France,FR
29166,1,8881,0.010657572205051688%,94.64989875306405%,NZZ-AS Seehofstr. 16,SE
29222,1,8882,0.010657572205051688%,94.66055632526911%,INFOMANIAK-AS,CH
29266,1,8883,0.010657572205051688%,94.67121389747416%,DANMARKS-RADIO-AS Danmarks Radio,DK
29298,1,8884,0.010657572205051688%,94.68187146967921%,SUSE,DE
29335,1,8885,0.010657572205051688%,94.69252904188426%,RADA,UA
29452,1,8886,0.010657572205051688%,94.7031866140893%,SECURA-AS http://www.securahosting.com,GB
29484,1,8887,0.010657572205051688%,94.71384418629437%,RUB-AS,DE
29515,1,8888,0.010657572205051688%,94.72450175849941%,HZD-AS Mainzer Str. 29,DE
29551,1,8889,0.010657572205051688%,94.73515933070446%,HGCOMP-ASN,DE
29750,1,8890,0.010657572205051688%,94.74581690290952%,ALASKA-AIRGROUP-IGQ,US
29773,1,8891,0.010657572205051688%,94.75647447511457%,CARLETON-U,CA
29818,1,8892,0.010657572205051688%,94.76713204731962%,RHAPSODY,US
29842,1,8893,0.010657572205051688%,94.77778961952468%,ETSU-NET,US
29963,1,8894,0.010657572205051688%,94.78844719172972%,MARYKAY-NA,US
29992,1,8895,0.010657572205051688%,94.79910476393478%,VA-TMP-CORE,US
30047,1,8896,0.010657572205051688%,94.80976233613983%,SNAPFISH,US
30313,1,8897,0.010657572205051688%,94.82041990834487%,IRS,US
30333,1,8898,0.010657572205051688%,94.83107748054994%,ASCD,US
30340,1,8899,0.010657572205051688%,94.84173505275498%,AS-TIERP-30340,US
30427,1,8900,0.010657572205051688%,94.85239262496003%,LYNDA-COM,US
30569,1,8901,0.010657572205051688%,94.8630501971651%,CREIGHTON-AS,US
30602,1,8902,0.010657572205051688%,94.87370776937014%,ISPRIME,US
30641,1,8903,0.010657572205051688%,94.88436534157519%,STATEOFDE,US
30674,1,8904,0.010657572205051688%,94.89502291378024%,BAYLORU,US
30678,1,8905,0.010657572205051688%,94.90568048598529%,STATEFARMINSCO-2,US
30682,1,8906,0.010657572205051688%,94.91633805819035%,ECOLLEGE-MONACO,US
30722,1,8907,0.010657572205051688%,94.9269956303954%,VODAFONE-IT-ASN,IT
30781,1,8908,0.010657572205051688%,94.93765320260044%,JAGUAR-AS,FR
30931,1,8909,0.010657572205051688%,94.9483107748055%,IGINDEX-PLC,GB
31004,1,8910,0.010657572205051688%,94.95896834701055%,SBB-CFF-FFS Telecom SBB,CH
31091,1,8911,0.010657572205051688%,94.9696259192156%,LIGA-,UA
31131,1,8912,0.010657572205051688%,94.98028349142066%,GRUNDFOS-AS Poul Due Jensens Vej 7,DK
31144,1,8913,0.010657572205051688%,94.99094106362571%,ASWFP,IT
31151,1,8914,0.010657572205051688%,95.00159863583076%,PHG-AS,GB
31276,1,8915,0.010657572205051688%,95.01225620803581%,HSPEED-AS,DE
31367,1,8916,0.010657572205051688%,95.02291378024086%,NEO-CUST,FR
31399,1,8917,0.010657572205051688%,95.03357135244592%,DAIMLER-AS ITI/GN Global Network,DE
31621,1,8918,0.010657572205051688%,95.04422892465097%,QXL-NET-POLAND-AS,PL
31745,1,8919,0.010657572205051688%,95.05488649685601%,SPIRETECH,US
31747,1,8920,0.010657572205051688%,95.06554406906108%,BLACKROCK-FINANCIAL-MANAGEMENT-2,US
31822,1,8921,0.010657572205051688%,95.07620164126612%,CITY-UNIVERSITY-OF-NEW-YORK,US
31863,1,8922,0.010657572205051688%,95.08685921347117%,DACEN-2,US
31886,1,8923,0.010657572205051688%,95.09751678567623%,UOGUELPH,CA
32025,1,8924,0.010657572205051688%,95.10817435788127%,HASBRO,US
32064,1,8925,0.010657572205051688%,95.11883193008632%,AMUAS1,US
32066,1,8926,0.010657572205051688%,95.12948950229138%,JPMORGANCHASE-DALLAS-JIP,US
32071,1,8927,0.010657572205051688%,95.14014707449643%,WKU-AS,US
32234,1,8928,0.010657572205051688%,95.15080464670149%,UD-ACA-AS,US
32286,1,8929,0.010657572205051688%,95.16146221890654%,TRIPADVISOR,US
32338,1,8930,0.010657572205051688%,95.17211979111158%,HOSTISERVER,AI
32368,1,8931,0.010657572205051688%,95.18277736331665%,MOUSER-ELECTRONICS,US
32417,1,8932,0.010657572205051688%,95.1934349355217%,ELONU-AS,US
32531,1,8933,0.010657572205051688%,95.20409250772674%,FORDHAM-UNIVERSITY,US
32537,1,8934,0.010657572205051688%,95.21475007993179%,XILINX,US
32577,1,8935,0.010657572205051688%,95.22540765213684%,KROGER,US
32613,1,8936,0.010657572205051688%,95.2360652243419%,IWEB-AS,CA
32701,1,8937,0.010657572205051688%,95.24672279654695%,AS-VANGUARD,US
32726,1,8938,0.010657572205051688%,95.257380368752%,LIBERTY,US
32908,1,8939,0.010657572205051688%,95.26803794095706%,TRIMBL-NUM,US
32912,1,8940,0.010657572205051688%,95.2786955131621%,PUBLIX-WEB-SERVICES,US
33028,1,8941,0.010657572205051688%,95.28935308536715%,AS33028,CA
33083,1,8942,0.010657572205051688%,95.30001065757222%,AXCELX-NET,US
33084,1,8943,0.010657572205051688%,95.31066822977726%,DC-NET,US
33091,1,8944,0.010657572205051688%,95.3213258019823%,U-CALGARY,CA
33093,1,8945,0.010657572205051688%,95.33198337418736%,NEOGOV,US
33154,1,8946,0.010657572205051688%,95.34264094639241%,DQECOM,US
33182,1,8947,0.010657572205051688%,95.35329851859746%,DIMENOC,US
33344,1,8948,0.010657572205051688%,95.36395609080252%,PUBLIC-AS,US
33438,1,8949,0.010657572205051688%,95.37461366300757%,HIGHWINDS2,US
33442,1,8950,0.010657572205051688%,95.38527123521263%,ZEBRA-TECHNOLOGIES-BGP-AS-NUMBER,US
33545,1,8951,0.010657572205051688%,95.39592880741768%,BARDCOLLEGE,US
33570,1,8952,0.010657572205051688%,95.40658637962272%,AMNET-VOICE-AND-DATA-SYSTEMS,US
33597,1,8953,0.010657572205051688%,95.41724395182777%,ATLANTIC-METRO-COMMUNICATIONS-II-INC,US
33670,1,8954,0.010657572205051688%,95.42790152403282%,NOVASOUTHEASTERNAS,US
33738,1,8955,0.010657572205051688%,95.43855909623787%,UNITED-STATES-HOLOCAUST-MEMORIAL-MUSEUM,US
33739,1,8956,0.010657572205051688%,95.44921666844293%,MYSPACE,US
33843,1,8957,0.010657572205051688%,95.45987424064798%,NEPUSTILNET-AS02,DE
33845,1,8958,0.010657572205051688%,95.47053181285304%,SWISSGOV,CH
33848,1,8959,0.010657572205051688%,95.48118938505809%,PORSCHE-AS,DE
33873,1,8960,0.010657572205051688%,95.49184695726314%,ARVATO-SYSTEMS-AS *,DE
33915,1,8961,0.010657572205051688%,95.5025045294682%,TNF-AS,NL
33976,1,8962,0.010657572205051688%,95.51316210167325%,SCH-,SE
34119,1,8963,0.010657572205051688%,95.52381967387828%,WILDCARD-AS Wildcard UK Limited,GB
34171,1,8964,0.010657572205051688%,95.53447724608334%,INTERDOTNET-LIG-AS,DE
34240,1,8965,0.010657572205051688%,95.54513481828839%,MANITU,DE
34244,1,8966,0.010657572205051688%,95.55579239049344%,TELESERVICE,SE
34282,1,8967,0.010657572205051688%,95.5664499626985%,UKNOC-AS,GB
34285,1,8968,0.010657572205051688%,95.57710753490355%,JJAA-AS,ES
34309,1,8969,0.010657572205051688%,95.5877651071086%,LINK11 Link11 GmbH,DE
34878,1,8970,0.010657572205051688%,95.59842267931366%,KIT Karlsruhe Institute of Technology,DE
34879,1,8971,0.010657572205051688%,95.6090802515187%,CCT-AS NGENIX,RU
34984,1,8972,0.010657572205051688%,95.61973782372377%,TELLCOM-AS,TR
34993,1,8973,0.010657572205051688%,95.6303953959288%,ODISO-AS,FR
35006,1,8974,0.010657572205051688%,95.64105296813385%,CAMERA-AS,IT
35017,1,8975,0.010657572205051688%,95.65171054033891%,?,??
35039,1,8976,0.010657572205051688%,95.66236811254396%,SAP_CC,DE
35041,1,8977,0.010657572205051688%,95.673025684749%,NET-BINERO-STHLM1,SE
35237,1,8978,0.010657572205051688%,95.68368325695407%,SBERBANK,RU
35369,1,8979,0.010657572205051688%,95.69434082915912%,LINZAG-TELEKOM-AS,AT
35456,1,8980,0.010657572205051688%,95.70499840136418%,FUBRA-AS,GB
35704,1,8981,0.010657572205051688%,95.71565597356923%,ZIVIT-AS,DE
35739,1,8982,0.010657572205051688%,95.72631354577427%,BRNET,DE
35916,1,8983,0.010657572205051688%,95.73697111797932%,MULTA-ASN1,US
36024,1,8984,0.010657572205051688%,95.74762869018437%,AS-TIERP-36024,US
36064,1,8985,0.010657572205051688%,95.75828626238942%,1-SUMMER-STREET-BOSTON,US
36080,1,8986,0.010657572205051688%,95.76894383459448%,TAGGED-ASN,US
36106,1,8987,0.010657572205051688%,95.77960140679953%,MANAGEDNODES,US
36154,1,8988,0.010657572205051688%,95.79025897900458%,WURESTON,US
36271,1,8989,0.010657572205051688%,95.80091655120964%,SYNACOR-CLUSTER,US
36375,1,8990,0.010657572205051688%,95.81157412341469%,UMICH-AS-5,US
36407,1,8991,0.010657572205051688%,95.82223169561973%,CERT,US
36408,1,8992,0.010657572205051688%,95.8328892678248%,CDNETWORKSUS-02,US
36421,1,8993,0.010657572205051688%,95.84354684002983%,AS-TRENDMICRO-COM,US
36427,1,8994,0.010657572205051688%,95.85420441223489%,VASSAR-ASN1,US
36475,1,8995,0.010657572205051688%,95.86486198443994%,ZACKS-AS-1,US
36514,1,8996,0.010657572205051688%,95.87551955664499%,FLORIDALEGISLATURE,US
36607,1,8997,0.010657572205051688%,95.88617712885005%,ACM,US
36646,1,8998,0.010657572205051688%,95.8968347010551%,YAHOO-NE1,US
36678,1,8999,0.010657572205051688%,95.90749227326015%,CTUSA,US
36692,1,9000,0.010657572205051688%,95.91814984546521%,OPENDNS,US
36701,1,9001,0.010657572205051688%,95.92880741767026%,STETSON-UNIVERSITY,US
36734,1,9002,0.010657572205051688%,95.93946498987532%,PAXIO-SFBA,US
36786,1,9003,0.010657572205051688%,95.95012256208035%,UNIVERSITE-LAVAL,CA
36914,1,9004,0.010657572205051688%,95.9607801342854%,KENET-AS,KE
36982,1,9005,0.010657572205051688%,95.97143770649046%,UCT,ZA
37611,1,9006,0.010657572205051688%,95.98209527869551%,Afrihost,ZA
37937,1,9007,0.010657572205051688%,95.99275285090056%,CNNIC-EGOVNET-AP China eGovNet Information Center,CN
37978,1,9008,0.010657572205051688%,96.00341042310562%,NETTAS-AS-AP Networking Tasmania,AU
37999,1,9009,0.010657572205051688%,96.01406799531067%,TVNZ-AS-NZ Television New Zealand,NZ
38027,1,9010,0.010657572205051688%,96.02472556751572%,MOST-AS-AP Information Center Ministry of Sci and Tech,CN
38099,1,9011,0.010657572205051688%,96.03538313972078%,KAKAO-AS-KR Kakao Corp,KR
38244,1,9012,0.010657572205051688%,96.04604071192583%,VINAGAME-AS-VN VNG Corporation,VN
38305,1,9013,0.010657572205051688%,96.05669828413087%,OTAGO-UNIVERSITY-AS-NZ-AP The University of Otago,NZ
38342,1,9014,0.010657572205051688%,96.06735585633592%,CNNIC-SVCNET-AP SHANGHAI VSAT NETWORK SYSTEMS CO. LTD,CN
38358,1,9015,0.010657572205051688%,96.07801342854097%,CNNIC-ICCAST-AP Information Center of China Association for Science and Technology,CN
38381,1,9016,0.010657572205051688%,96.08867100074603%,CNNIC-TRAVELSKY-AP Travelsky Technology Limited,CN
38532,1,9017,0.010657572205051688%,96.09932857295108%,USONYX-AS-AP USONYX PTE LTD,SG
38634,1,9018,0.010657572205051688%,96.10998614515613%,DWANGO DWANGO Co. Ltd.,JP
38635,1,9019,0.010657572205051688%,96.12064371736119%,KEIO-NET Keio University,JP
38690,1,9020,0.010657572205051688%,96.13130128956624%,HYOSUNGITX-AS-KR HyosungITX,KR
38952,1,9021,0.010657572205051688%,96.14195886177129%,MAFRA-CZ-AS,CZ
39020,1,9022,0.010657572205051688%,96.15261643397635%,COMVIVE-AS Seville - Spain,ES
39134,1,9023,0.010657572205051688%,96.16327400618138%,UNITEDNET,RU
39227,1,9024,0.010657572205051688%,96.17393157838644%,CORPEX-AS Schauenburgerstrasse 6,DE
39468,1,9025,0.010657572205051688%,96.18458915059149%,BIGMIR-INTERNET-AS,UA
39551,1,9026,0.010657572205051688%,96.19524672279654%,GENCAT-AS,ES
39570,1,9027,0.010657572205051688%,96.2059042950016%,LOOPIA,SE
39605,1,9028,0.010657572205051688%,96.21656186720665%,IGUANESOLUTIONS,FR
39729,1,9029,0.010657572205051688%,96.2272194394117%,REGISTER-AS,IT
39731,1,9030,0.010657572205051688%,96.23787701161676%,AXIS-AS,SE
39787,1,9031,0.010657572205051688%,96.24853458382181%,TV2-NORWAY,NO
39798,1,9032,0.010657572205051688%,96.25919215602686%,MIVOCLOUD,MD
39823,1,9033,0.010657572205051688%,96.2698497282319%,COMPIC # uplinks,EE
39832,1,9034,0.010657572205051688%,96.28050730043695%,NO-OPERA,NO
39921,1,9035,0.010657572205051688%,96.29116487264201%,DE-RACKSPACE Frankfurt Germany,GB
40026,1,9036,0.010657572205051688%,96.30182244484706%,DCSG-NUM1,US
40068,1,9037,0.010657572205051688%,96.31248001705211%,NEOVERA-AS40068,US
40244,1,9038,0.010657572205051688%,96.32313758925717%,TURNKEY-INTERNET,US
40245,1,9039,0.010657572205051688%,96.33379516146222%,WAKE-FOREST-UNIVERSITY,US
40246,1,9040,0.010657572205051688%,96.34445273366727%,NMSU,US
40298,1,9041,0.010657572205051688%,96.35511030587233%,GPDATACENTER,US
40360,1,9042,0.010657572205051688%,96.36576787807736%,PANERA,US
40428,1,9043,0.010657572205051688%,96.37642545028243%,PANDORA-EQX-SJL,US
40657,1,9044,0.010657572205051688%,96.38708302248747%,OANDA-1,US
40675,1,9045,0.010657572205051688%,96.39774059469252%,PROQUEST,US
40831,1,9046,0.010657572205051688%,96.40839816689758%,PHS,US
40913,1,9047,0.010657572205051688%,96.41905573910263%,QTS-SJC,US
40934,1,9048,0.010657572205051688%,96.42971331130768%,FORTINET,US
41000,1,9049,0.010657572205051688%,96.44037088351274%,FREETHOUGHT-AS,GB
41064,1,9050,0.010657572205051688%,96.45102845571779%,SKYROCK,FR
41075,1,9051,0.010657572205051688%,96.46168602792284%,ATW-AS,HU
41107,1,9052,0.010657572205051688%,96.47234360012789%,BACKBONE-CONNECT,GB
41289,1,9053,0.010657572205051688%,96.48300117233293%,DWD-AS,DE
41321,1,9054,0.010657572205051688%,96.493658744538%,FUJITSU-TS-SOP-AS,GB
41361,1,9055,0.010657572205051688%,96.50431631674304%,GOZNAK-AS,RU
41369,1,9056,0.010657572205051688%,96.51497388894809%,DATACENTER-AS,FI
41619,1,9057,0.010657572205051688%,96.52563146115315%,KOMMERSANT-AS,RU
41678,1,9058,0.010657572205051688%,96.5362890333582%,TIBUS,GB
42012,1,9059,0.010657572205051688%,96.54694660556325%,ETV-AS Eesti Rahvusringhaaling (ERR),EE
42044,1,9060,0.010657572205051688%,96.55760417776831%,CENTRALNIC CentralNic Registry AS Number,GB
42138,1,9061,0.010657572205051688%,96.56826174997336%,META,UA
42240,1,9062,0.010657572205051688%,96.57891932217841%,VARITI-INT-AS,CH
42312,1,9063,0.010657572205051688%,96.58957689438346%,AS-CBC,LU
42352,1,9064,0.010657572205051688%,96.6002344665885%,QOS,UA
42473,1,9065,0.010657572205051688%,96.61089203879357%,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,AT
42652,1,9066,0.010657572205051688%,96.62154961099861%,DELUNET,DE
42685,1,9067,0.010657572205051688%,96.63220718320366%,BKA,AT
42708,1,9068,0.010657572205051688%,96.64286475540872%,PORTLANE www.portlane.com,SE
42730,1,9069,0.010657572205051688%,96.65352232761377%,EVANZOAS,DE
42807,1,9070,0.010657572205051688%,96.66417989981882%,AEROTEK-AS,TR
42926,1,9071,0.010657572205051688%,96.67483747202388%,RADORE,TR
43037,1,9072,0.010657572205051688%,96.68549504422892%,SEZNAM-,CZ
43066,1,9073,0.010657572205051688%,96.69615261643398%,IT-NRW,DE
43081,1,9074,0.010657572205051688%,96.70681018863903%,WORLD-NEWS,GR
43146,1,9075,0.010657572205051688%,96.71746776084407%,AGAVA3,RU
43338,1,9076,0.010657572205051688%,96.72812533304914%,RATIONAL-AS,GB
43375,1,9077,0.010657572205051688%,96.73878290525418%,EP-AS,EU
43405,1,9078,0.010657572205051688%,96.74944047745923%,DIGITAL-VENTURES,UA
43614,1,9079,0.010657572205051688%,96.7600980496643%,ECONOMIA-,CZ
43621,1,9080,0.010657572205051688%,96.77075562186934%,PARALLELS-AS,CH
43623,1,9081,0.010657572205051688%,96.78141319407439%,ARD-STERNPUNKT ARD-Kommunikationsnetze,DE
43797,1,9082,0.010657572205051688%,96.79207076627944%,RSNET2-AS RSNET2,RU
43948,1,9083,0.010657572205051688%,96.80272833848448%,GLESYS-AS,SE
43996,1,9084,0.010657572205051688%,96.81338591068955%,BOOKING-BV Booking.com,NL
44014,1,9085,0.010657572205051688%,96.8240434828946%,VMI-AS,RU
44099,1,9086,0.010657572205051688%,96.83470105509964%,RUNISO-AS RUNISO Autonomous System,FR
44310,1,9087,0.010657572205051688%,96.8453586273047%,HSDRN-AS,RU
44479,1,9088,0.010657572205051688%,96.85601619950975%,RIAN,RU
44788,1,9089,0.010657572205051688%,96.8666737717148%,ASN-CRITEO-EUROPE,FR
44865,1,9090,0.010657572205051688%,96.87733134391986%,DERSTANDARD-AS,AT
44925,1,9091,0.010657572205051688%,96.88798891612491%,THE-1984-AS,IS
44931,1,9092,0.010657572205051688%,96.89864648832996%,TNT-EXP-ICS,GB
44932,1,9093,0.010657572205051688%,96.909304060535%,SABAIDEA,IR
45031,1,9094,0.010657572205051688%,96.91996163274005%,PROVIDERBOX IPv4 & IPv6 DUS1,DE
45058,1,9095,0.010657572205051688%,96.93061920494512%,?,??
45250,1,9096,0.010657572205051688%,96.94127677715016%,VOCOM-TW-AS Vocom International Telecommunications Inc. Taiwan POP Internet Service Srovider,TW
45399,1,9097,0.010657572205051688%,96.95193434935521%,KAL-AS-KR Hanjin Information Systems Telecommunication Co. Ltd,KR
45442,1,9098,0.010657572205051688%,96.96259192156027%,PARLIAMENT-DPS-AS-AP Department of Parliamentary Services,AU
45474,1,9099,0.010657572205051688%,96.97324949376532%,NEXUSGUARD-AS-AP NEXUSGUARD LIMITED,HK
45530,1,9100,0.010657572205051688%,96.98390706597037%,AGODA-TH-AS-AP The Offices at Central World 27th floor,TH
45705,1,9101,0.010657572205051688%,96.99456463817543%,PPTIK-UGM-AS-ID Universitas Gadjah Mada,ID
